fund_id,quarter,fund_name,category,date,nav,fund_return,benchmark_return,regular_expense_ratio,direct_expense_ratio,expense_gap,aum_cr,portfolio_turnover,fund_manager_tenure_years,repo_rate,cpi_inflation,yield_curve_slope,fii_flow_cr,dii_flow_cr,rolling_3q_return,rolling_4q_return,rolling_8q_return,rolling_volatility_4q,rolling_sharpe_4q,rolling_volatility_8q,rolling_sharpe_8q,gross_alpha,net_alpha,rolling_alpha_4q,rolling_alpha_8q,alpha_persistence,beta_8q,tracking_error_8q,information_ratio_8q,estimated_hidden_cost,log_aum,cat_Flexi Cap,cat_Large Cap,cat_Mid Cap,cat_Sectoral,cat_Small Cap
F001,2020Q4,HDFC Flexi Cap Fund (Sample 1),Mid Cap,2020-12-16,96.88441779576584,0.1322147701917433,0.1318760833122223,0.0156181017827104,0.0011109587186112,0.0145071430640991,5165.87778935588,0.6221250947692246,6.9430656143020775,5.655990208884057,3.733191418535603,1.9497999377166253,-5200.293542664438,9404.938352836683,-0.04639221340068067,0.04715576444308356,-0.031155822042340686,0.23056720478416617,-0.04327381449872956,0.16613306060632518,-0.795792402039292,0.0003386868795209885,-0.0032880988865037863,-0.032766521309759766,-0.08377840626232036,0.05101188495256059,1.0091589042321312,0.03291871498682948,-2.5450084031481617,0.0006221250947692247,8.550023875860358,0,0,1,0,0
F001,2021Q1,HDFC Flexi Cap Fund (Sample 1),Mid Cap,2021-03-16,124.03286836629152,0.2802148290528525,0.2724560239456688,0.0156181017827104,0.0011109587186112,0.0145071430640991,5314.085968369664,1.5741861125574077,6.9430656143020775,6.266067731623009,5.273674294516756,1.814814420961806,-3965.8551106718583,10087.470899300382,0.311093053492111,0.22082282950471654,0.2790028266385234,0.3549035161310476,0.43791684834586697,0.2557642888923464,0.5725954433488447,0.007758805107183686,0.004132019341158911,-0.033681666859113224,-0.09072429127765225,0.05704262441853902,1.0578918218742828,0.03025379341841683,-2.9987740718300913,0.0015741861125574078,8.578304465314979,0,0,1,0,0
F001,2021Q2,HDFC Flexi Cap Fund (Sample 1),Mid Cap,2021-06-14,109.42207787756496,-0.1177977312076523,-0.1022186783781481,0.0156181017827104,0.0011109587186112,0.0145071430640991,5448.410383624992,1.501881039805156,6.9430656143020775,5.576499466489473,5.20164618186311,1.8736468025616309,9716.62639393446,16701.373856538354,0.27873290232502823,0.1566492663886272,0.21052949472881166,0.3813593978207302,0.24399447951616904,0.2696089311436637,0.30581749355141413,-0.015579052829504197,-0.019205838595528973,-0.01903370267116411,-0.09258708334933963,0.07355338067817552,1.0567966251529957,0.03049458308599286,-3.036181314177987,0.0015018810398051562,8.603262695313882,0,0,1,0,0
F001,2021Q3,HDFC Flexi Cap Fund (Sample 1),Mid Cap,2021-09-12,97.10168157129928,-0.1125951594526588,-0.0688167475975009,0.0156181017827104,0.0011109587186112,0.0145071430640991,5776.997688059139,0.99879882063571,6.9430656143020775,6.002122132716724,4.8835968397066445,1.558663691654391,3453.1762096210896,14956.735374215556,0.0022425048369640876,0.13475376729038047,0.0331441054275603,0.3903344386032143,0.18178793082772088,0.28787032719924555,-0.27682245293816865,-0.043778411855157906,-0.04740519762118268,-0.06492479909904303,-0.1096153402597827,0.04469054116073967,1.0853776765467806,0.03813632126625292,-2.8743029379916103,0.00099879882063571,8.66181248089788,0,0,1,0,0
F001,2021Q4,HDFC Flexi Cap Fund (Sample 1),Mid Cap,2021-12-11,100.8598914925418,0.038703860328958,0.0227622105504128,0.0156181017827104,0.0011109587186112,0.0145071430640991,5445.803538682774,0.9064363407925752,6.9430656143020775,5.7586073580812345,6.035269493021905,1.7735486905850188,1671.8049057052167,8338.65745880377,-0.18682932337995828,0.041033158759919086,0.090123873171841,0.3734757651673496,-0.050493010491586984,0.28739969018484723,-0.09967750098238076,0.0159416497785452,0.012314864012520424,-0.0502867239931315,-0.08140552428957226,0.031118800296440763,1.084106181946545,0.04215142651992292,-1.9312638031620553,0.0009064363407925752,8.602784208931265,0,0,1,0,0
F001,2022Q1,HDFC Flexi Cap Fund (Sample 1),Mid Cap,2022-03-11,119.18202141365722,0.1816592269729962,0.153592664283634,0.0156181017827104,0.0011109587186112,0.0145071430640991,5236.224624327633,1.5626278633015194,6.9430656143020775,6.16788992835622,5.7131682616629815,2.049388425993595,-1252.506591755371,-8943.69053054697,0.08919537743573924,-0.03910936686805333,0.17307722158472183,0.285252846248793,-0.3335113326475687,0.3059631527999917,0.14870238412212225,0.028066562689362196,0.02443977692333742,-0.031079541461118798,-0.06371439755860464,0.03263485609748584,1.1015558552628062,0.04801772214291049,-1.3268933784276076,0.0015626278633015195,8.56354698515413,0,0,1,0,0
F001,2022Q2,HDFC Flexi Cap Fund (Sample 1),Mid Cap,2022-06-09,126.31964622688146,0.0598884355925708,0.0648085174076837,0.0156181017827104,0.0011109587186112,0.0145071430640991,4772.139690557529,1.658133198309663,6.9430656143020775,6.099890422458372,4.596247220412824,2.1527394035771645,22817.98445695902,11851.4774203423,0.30090070720482975,0.15442558464502554,0.33526550557993073,0.24148207427756738,0.36722525961351815,0.29562088942899184,0.6426453368915414,-0.0049200818151129005,-0.008546867581137676,-0.020549610218433156,-0.03919217771869132,0.018642567500258167,1.0885542498214054,0.04331876943887661,-0.9047389440273006,0.001658133198309663,8.470759583403009,0,0,1,0,0
F001,2022Q3,HDFC Flexi Cap Fund (Sample 1),Mid Cap,2022-09-07,123.46857546865525,-0.022570287705726,-0.0059834856811015,0.0156181017827104,0.0011109587186112,0.0145071430640991,5062.440306313224,0.931694085726244,6.9430656143020775,6.164643326273851,5.103792385834677,1.344866621703272,1441.5753978549023,6967.826603328527,0.22415931289976854,0.27153900396663433,0.44288367500779646,0.17124719525305518,1.170906493651494,0.2797756179328059,1.0211778551677686,-0.0165868020246245,-0.020213587790649277,0.00740858646791942,-0.0579972136191611,0.06540580008708052,1.1197738785932483,0.044448267787912873,-1.3048250585579104,0.0009316940857262441,8.529801433686007,0,0,1,0,0
F001,2022Q4,HDFC Flexi Cap Fund (Sample 1),Mid Cap,2022-12-06,117.80090142126176,-0.045903777749767,-0.0397339966113541,0.0156181017827104,0.0011109587186112,0.0145071430640991,4820.24471018643,0.771025813353074,6.9430656143020775,6.274099844951013,5.095856798109264,1.5484979824963592,2708.9140284087243,1875.405932062602,-0.011588324950471574,0.16796577587011008,0.21589110097754038,0.20563610790849693,0.4855261462631473,0.2800217423281511,0.28248158204364937,-0.006169781138412898,-0.009796566904437674,-0.01459567935560424,-0.06414843444948815,0.049552755093883905,1.1174902095559511,0.04435730046896569,-1.4461753481677544,0.000771025813353074,8.480787412334681,0,0,1,0,0
F001,2023Q1,HDFC Flexi Cap Fund (Sample 1),Mid Cap,2023-03-06,127.10183829829772,0.0789547173648133,0.0788664689188429,0.0156181017827104,0.0011109587186112,0.0145071430640991,5142.103998409199,0.7307862763502208,6.9430656143020775,6.481946851084947,5.148823128485398,2.5461936378427303,-16245.216957172952,-567.7706629402744,0.006192164835637337,0.06645143949314569,0.02474319889904475,0.12219707957088609,0.018364239445929683,0.20428828666227397,-0.4557505005417315,8.82484459703986e-05,-0.0035385373200543762,-0.04150790236844426,-0.07129739725693895,0.029789494888494694,1.1973341605391754,0.04347789020599827,-1.639854117095651,0.0007307862763502208,8.545412066921664,0,0,1,0,0
