fund_id,quarter,fund_name,category,date,nav,fund_return,benchmark_return,regular_expense_ratio,direct_expense_ratio,expense_gap,aum_cr,portfolio_turnover,fund_manager_tenure_years,repo_rate,cpi_inflation,yield_curve_slope,fii_flow_cr,dii_flow_cr,rolling_3q_return,rolling_4q_return,rolling_8q_return,rolling_volatility_4q,rolling_sharpe_4q,rolling_volatility_8q,rolling_sharpe_8q,gross_alpha,net_alpha,rolling_alpha_4q,rolling_alpha_8q,alpha_persistence,beta_8q,tracking_error_8q,information_ratio_8q,estimated_hidden_cost,log_aum,cat_Flexi Cap,cat_Large Cap,cat_Mid Cap,cat_Sectoral,cat_Small Cap,next_quarter_net_alpha,next_quarter_gross_alpha,commission_justified,strong_commission_justified
F001,2020Q4,HDFC Flexi Cap Fund (Sample 1),Mid Cap,2020-12-16,96.88441779576584,0.1322147701917433,0.1318760833122223,0.0156181017827104,0.0011109587186112,0.0145071430640991,5165.87778935588,0.6221250947692246,6.9430656143020775,5.655990208884057,3.733191418535603,1.9497999377166253,-5200.293542664438,9404.938352836683,-0.0463922134006806,0.0471557644430835,-0.0311558220423406,0.2305672047841661,-0.0432738144987295,0.1661330606063251,-0.795792402039292,0.0003386868795209,-0.0032880988865037,-0.0327665213097597,-0.0837784062623203,0.0510118849525605,1.0091589042321312,0.0329187149868294,-2.5450084031481617,0.0006221250947692,8.550023875860358,0,0,1,0,0,0.0041320193411589,0.0077588051071836,1,0
F001,2021Q1,HDFC Flexi Cap Fund (Sample 1),Mid Cap,2021-03-16,124.03286836629152,0.2802148290528525,0.2724560239456688,0.0156181017827104,0.0011109587186112,0.0145071430640991,5314.085968369664,1.5741861125574077,6.9430656143020775,6.266067731623009,5.273674294516756,1.814814420961806,-3965.855110671858,10087.470899300382,0.311093053492111,0.2208228295047165,0.2790028266385234,0.3549035161310476,0.4379168483458669,0.2557642888923464,0.5725954433488447,0.0077588051071836,0.0041320193411589,-0.0336816668591132,-0.0907242912776522,0.057042624418539,1.0578918218742828,0.0302537934184168,-2.9987740718300917,0.0015741861125574,8.578304465314979,0,0,1,0,0,-0.0192058385955289,-0.0155790528295041,0,0
F001,2021Q2,HDFC Flexi Cap Fund (Sample 1),Mid Cap,2021-06-14,109.42207787756496,-0.1177977312076523,-0.1022186783781481,0.0156181017827104,0.0011109587186112,0.0145071430640991,5448.410383624992,1.501881039805156,6.9430656143020775,5.576499466489473,5.20164618186311,1.8736468025616309,9716.62639393446,16701.373856538354,0.2787329023250282,0.1566492663886272,0.2105294947288116,0.3813593978207302,0.243994479516169,0.2696089311436637,0.3058174935514141,-0.0155790528295041,-0.0192058385955289,-0.0190337026711641,-0.0925870833493396,0.0735533806781755,1.0567966251529957,0.0304945830859928,-3.036181314177987,0.0015018810398051,8.603262695313882,0,0,1,0,0,-0.0474051976211826,-0.0437784118551579,0,0
F001,2021Q3,HDFC Flexi Cap Fund (Sample 1),Mid Cap,2021-09-12,97.10168157129928,-0.1125951594526588,-0.0688167475975009,0.0156181017827104,0.0011109587186112,0.0145071430640991,5776.997688059139,0.99879882063571,6.9430656143020775,6.002122132716724,4.8835968397066445,1.558663691654391,3453.1762096210896,14956.735374215556,0.002242504836964,0.1347537672903804,0.0331441054275603,0.3903344386032143,0.1817879308277208,0.2878703271992455,-0.2768224529381686,-0.0437784118551579,-0.0474051976211826,-0.064924799099043,-0.1096153402597827,0.0446905411607396,1.0853776765467806,0.0381363212662529,-2.8743029379916103,0.0009987988206357,8.66181248089788,0,0,1,0,0,0.0123148640125204,0.0159416497785452,1,1
F001,2021Q4,HDFC Flexi Cap Fund (Sample 1),Mid Cap,2021-12-11,100.8598914925418,0.038703860328958,0.0227622105504128,0.0156181017827104,0.0011109587186112,0.0145071430640991,5445.803538682774,0.9064363407925752,6.9430656143020775,5.7586073580812345,6.035269493021905,1.7735486905850188,1671.8049057052167,8338.65745880377,-0.1868293233799582,0.041033158759919,0.090123873171841,0.3734757651673496,-0.0504930104915869,0.2873996901848472,-0.0996775009823807,0.0159416497785452,0.0123148640125204,-0.0502867239931315,-0.0814055242895722,0.0311188002964407,1.084106181946545,0.0421514265199229,-1.9312638031620557,0.0009064363407925,8.602784208931265,0,0,1,0,0,0.0244397769233374,0.0280665626893621,1,1
F001,2022Q1,HDFC Flexi Cap Fund (Sample 1),Mid Cap,2022-03-11,119.18202141365722,0.1816592269729962,0.153592664283634,0.0156181017827104,0.0011109587186112,0.0145071430640991,5236.224624327633,1.5626278633015194,6.9430656143020775,6.16788992835622,5.7131682616629815,2.049388425993595,-1252.506591755371,-8943.69053054697,0.0891953774357392,-0.0391093668680533,0.1730772215847218,0.285252846248793,-0.3335113326475687,0.3059631527999917,0.1487023841221222,0.0280665626893621,0.0244397769233374,-0.0310795414611187,-0.0637143975586046,0.0326348560974858,1.1015558552628062,0.0480177221429104,-1.3268933784276076,0.0015626278633015,8.56354698515413,0,0,1,0,0,-0.0085468675811376,-0.0049200818151129,0,0
F001,2022Q2,HDFC Flexi Cap Fund (Sample 1),Mid Cap,2022-06-09,126.31964622688146,0.0598884355925708,0.0648085174076837,0.0156181017827104,0.0011109587186112,0.0145071430640991,4772.139690557529,1.658133198309663,6.9430656143020775,6.099890422458372,4.596247220412824,2.1527394035771645,22817.98445695902,11851.4774203423,0.3009007072048297,0.1544255846450255,0.3352655055799307,0.2414820742775673,0.3672252596135181,0.2956208894289918,0.6426453368915414,-0.0049200818151129,-0.0085468675811376,-0.0205496102184331,-0.0391921777186913,0.0186425675002581,1.0885542498214054,0.0433187694388766,-0.9047389440273006,0.0016581331983096,8.470759583403009,0,0,1,0,0,-0.0202135877906492,-0.0165868020246245,0,0
F001,2022Q3,HDFC Flexi Cap Fund (Sample 1),Mid Cap,2022-09-07,123.46857546865525,-0.022570287705726,-0.0059834856811015,0.0156181017827104,0.0011109587186112,0.0145071430640991,5062.440306313224,0.931694085726244,6.9430656143020775,6.164643326273851,5.103792385834677,1.344866621703272,1441.5753978549023,6967.826603328527,0.2241593128997685,0.2715390039666343,0.4428836750077964,0.1712471952530551,1.170906493651494,0.2797756179328059,1.0211778551677686,-0.0165868020246245,-0.0202135877906492,0.0074085864679194,-0.0579972136191611,0.0654058000870805,1.1197738785932485,0.0444482677879128,-1.3048250585579104,0.0009316940857262,8.529801433686007,0,0,1,0,0,-0.0097965669044376,-0.0061697811384128,0,0
F001,2022Q4,HDFC Flexi Cap Fund (Sample 1),Mid Cap,2022-12-06,117.80090142126176,-0.045903777749767,-0.0397339966113541,0.0156181017827104,0.0011109587186112,0.0145071430640991,4820.24471018643,0.771025813353074,6.9430656143020775,6.274099844951013,5.095856798109264,1.5484979824963592,2708.9140284087243,1875.405932062602,-0.0115883249504715,0.16796577587011,0.2158911009775403,0.2056361079084969,0.4855261462631473,0.2800217423281511,0.2824815820436493,-0.0061697811384128,-0.0097965669044376,-0.0145956793556042,-0.0641484344494881,0.0495527550938839,1.1174902095559511,0.0443573004689656,-1.4461753481677544,0.000771025813353,8.480787412334681,0,0,1,0,0,-0.0035385373200543,8.82484459703986e-05,0,0
F001,2023Q1,HDFC Flexi Cap Fund (Sample 1),Mid Cap,2023-03-06,127.10183829829772,0.0789547173648133,0.0788664689188429,0.0156181017827104,0.0011109587186112,0.0145071430640991,5142.103998409199,0.7307862763502208,6.9430656143020775,6.481946851084947,5.148823128485398,2.5461936378427303,-16245.216957172952,-567.7706629402744,0.0061921648356373,0.0664514394931456,0.0247431988990447,0.122197079570886,0.0183642394459296,0.2042882866622739,-0.4557505005417315,8.82484459703986e-05,-0.0035385373200543,-0.0415079023684442,-0.0712973972569389,0.0297894948884946,1.1973341605391754,0.0434778902059982,-1.639854117095651,0.0007307862763502,8.545412066921664,0,0,1,0,0,0.0086525488229253,0.0122793345889501,1,1
